Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT451472,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/27/2020
MT451473,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,Australia: Victoria,Homo sapiens,,3/27/2020
MT451474,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,Australia: Victoria,Homo sapiens,,3/27/2020
MT451475,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,Australia: Victoria,Homo sapiens,,3/27/2020
MT451476,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,Australia: Victoria,Homo sapiens,,3/27/2020
MT451477,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,Australia: Victoria,Homo sapiens,,3/27/2020
MT451478,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,Australia: Victoria,Homo sapiens,,3/29/2020
MT451479,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29811,Australia: Victoria,Homo sapiens,,3/29/2020
MT451480,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,Australia: Victoria,Homo sapiens,,3/29/2020
MT451481,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,Australia: Victoria,Homo sapiens,,3/28/2020
MT451482,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/29/2020
MT451483,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,Australia: Victoria,Homo sapiens,,3/29/2020
MT451484,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,Australia: Victoria,Homo sapiens,,3/27/2020
MT451485,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,Australia: Victoria,Homo sapiens,,3/28/2020
MT451486,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,Australia: Victoria,Homo sapiens,,3/28/2020
MT451487,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,Australia: Victoria,Homo sapiens,,3/28/2020
MT451488,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,Australia: Victoria,Homo sapiens,,3/28/2020
MT451489,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,Australia: Victoria,Homo sapiens,,3/27/2020
MT451490,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,Australia: Victoria,Homo sapiens,,3/21/2020
MT451491,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/30/2020
MT451492,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,Australia: Victoria,Homo sapiens,,3/30/2020
MT451493,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,Australia: Victoria,Homo sapiens,,3/29/2020
MT451494,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/29/2020
MT451495,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,Australia: Victoria,Homo sapiens,,3/29/2020
MT451496,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/29/2020
MT451497,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/29/2020
MT451498,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/27/2020
MT451499,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/27/2020
MT451500,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,Australia: Victoria,Homo sapiens,,3/28/2020
MT451501,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,Australia: Victoria,Homo sapiens,,3/27/2020
MT451502,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,Australia: Victoria,Homo sapiens,,3/29/2020
MT451503,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/29/2020
MT451504,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/29/2020
MT451505,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451506,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/30/2020
MT451507,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451508,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,3/30/2020
MT451509,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451510,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451511,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451512,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/30/2020
MT451513,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451514,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451515,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451516,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,Australia: Victoria,Homo sapiens,,3/29/2020
MT451517,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/29/2020
MT451518,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,3/29/2020
MT451519,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,3/29/2020
MT451520,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,3/31/2020
MT451521,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451522,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Australia: Victoria,Homo sapiens,,3/30/2020
MT451523,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451524,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,Australia: Victoria,Homo sapiens,,3/30/2020
MT451525,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451526,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,Australia: Victoria,Homo sapiens,,3/30/2020
MT451527,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,3/31/2020
MT451528,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,Australia: Victoria,Homo sapiens,,3/29/2020
MT451529,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,Australia: Victoria,Homo sapiens,,3/29/2020
MT451530,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,Australia: Victoria,Homo sapiens,,3/30/2020
MT451531,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/29/2020
MT451532,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,3/29/2020
MT451533,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/18/2020
MT451534,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/20/2020
MT451535,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/20/2020
MT451536,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,3/20/2020
MT451537,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/18/2020
MT451538,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,Australia: Victoria,Homo sapiens,,3/18/2020
MT451539,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/20/2020
MT451540,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,Australia: Victoria,Homo sapiens,,3/20/2020
MT451541,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,3/18/2020
MT451542,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29674,Australia: Victoria,Homo sapiens,,3/30/2020
MT451543,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,Australia: Victoria,Homo sapiens,,3/31/2020
MT451544,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451545,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/30/2020
MT451546,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,Australia: Victoria,Homo sapiens,,3/30/2020
MT451547,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/30/2020
MT451548,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,3/30/2020
MT451549,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/30/2020
MT451550,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29809,Australia: Victoria,Homo sapiens,,3/30/2020
MT451551,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/30/2020
MT451552,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,3/31/2020
MT451553,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/31/2020
MT451554,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,Australia: Victoria,Homo sapiens,,3/31/2020
MT451555,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/31/2020
MT451556,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,Australia: Victoria,Homo sapiens,,3/31/2020
MT451557,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/31/2020
MT451558,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29809,Australia: Victoria,Homo sapiens,,3/31/2020
MT451559,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,3/31/2020
MT451560,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,4/1/2020
MT451561,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,4/1/2020
MT451562,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,Australia: Victoria,Homo sapiens,,4/1/2020
MT451563,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,Australia: Victoria,Homo sapiens,,4/1/2020
MT451564,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,4/1/2020
MT451565,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,4/1/2020
MT451566,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,Australia: Victoria,Homo sapiens,,4/1/2020
MT451567,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,Australia: Victoria,Homo sapiens,,3/16/2020
MT451568,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Australia: Victoria,Homo sapiens,,3/23/2020
MT451569,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,Australia: Victoria,Homo sapiens,,3/24/2020
MT451570,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,Australia: Victoria,Homo sapiens,,3/28/2020
MT451571,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Australia: Victoria,Homo sapiens,,3/28/2020
MT451572,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,4/1/2020
MT451573,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,4/2/2020
MT451574,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,Australia: Victoria,Homo sapiens,,4/2/2020
MT451575,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,Australia: Victoria,Homo sapiens,,4/3/2020
MT451576,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29780,Australia: Victoria,Homo sapiens,,4/3/2020
MT451577,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,Australia: Victoria,Homo sapiens,,4/3/2020
MT451578,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,Australia: Victoria,Homo sapiens,,4/3/2020
MT451579,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,4/3/2020
MT451580,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,Australia: Victoria,Homo sapiens,,4/3/2020
MT451581,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Australia: Victoria,Homo sapiens,,4/3/2020
MT451582,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,Australia: Victoria,Homo sapiens,,4/3/2020
MT451583,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,Australia: Victoria,Homo sapiens,,4/4/2020
MT451584,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,Australia: Victoria,Homo sapiens,,4/4/2020
MT451585,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,Australia: Victoria,Homo sapiens,,4/4/2020
MT451586,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,Australia: Victoria,Homo sapiens,,4/4/2020
MT451587,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,Australia: Victoria,Homo sapiens,,4/4/2020
MT451588,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Australia: Victoria,Homo sapiens,,4/4/2020
MT451589,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,Australia: Victoria,Homo sapiens,,4/4/2020
MT451590,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,Australia: Victoria,Homo sapiens,,4/4/2020
MT451591,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,Australia: Victoria,Homo sapiens,,4/4/2020
MT451592,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,Australia: Victoria,Homo sapiens,,4/4/2020
MT451593,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,Australia: Victoria,Homo sapiens,,4/4/2020
MT451594,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,Australia: Victoria,Homo sapiens,,4/4/2020
MT451595,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,Australia: Victoria,Homo sapiens,,4/4/2020
MT451596,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,4/4/2020
MT451597,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,Australia: Victoria,Homo sapiens,,4/4/2020
MT451598,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29791,Australia: Victoria,Homo sapiens,,4/4/2020
MT451599,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,Australia: Victoria,Homo sapiens,,4/4/2020
MT451600,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,Australia: Victoria,Homo sapiens,,4/5/2020
MT451601,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,Australia: Victoria,Homo sapiens,,4/5/2020
MT451602,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Australia: Victoria,Homo sapiens,,4/5/2020
MT451603,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,Australia: Victoria,Homo sapiens,,4/5/2020
